fighter1,fighter2,fight_outcome,fighter1_Weight,fighter1_Reach,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age,fighter1_Stance_Open stance,fighter1_Stance_Orthodox,fighter1_Stance_Southpaw,fighter1_Stance_Switch,fighter2_Stance_Open stance,fighter2_Stance_Orthodox,fighter2_Stance_Southpaw,fighter2_Stance_Switch,diff_TDAcc,diff_StrAcc,diff_SubAvg,diff_StrDef,diff_Age,diff_SApM,diff_SLpM,diff_Reach,diff_TDAvg,diff_Height_in,diff_Draws,diff_TDDef,diff_Weight,diff_Wins,diff_Losses
Michael Morales,Adam Fugitt,1,170.0,79,5.42,48,3.42,52,1.16,41,92,0.0,170.0,77,4.72,45,4.48,51,2.04,29,50,0.0,17,0,0,10,4,0,72.0,73.0,25.0,36.0,False,True,False,False,False,False,True,False,12,3,0.0,1,-11.0,-1.0600000000000005,0.7000000000000002,2,-0.8800000000000001,-1.0,0,42,0.0,7,-4
Paulo Costa,Luke Rockhold,1,185.0,72,6.22,58,6.56,49,0.36,75,80,0.0,185.0,77,4.1,49,2.68,53,0.7,29,65,1.0,14,4,0,16,6,0,73.0,75.0,33.0,40.0,False,True,False,False,False,False,True,False,46,9,-1.0,-4,-7.0,3.8799999999999994,2.12,-5,-0.33999999999999997,-2.0,0,15,0.0,-2,-2
Kamaru Usman,Leon Edwards,0,170.0,76,4.36,52,2.74,54,2.82,45,89,0.1,170.0,74,2.68,53,2.37,53,1.25,36,65,0.4,20,4,0,22,4,0,72.0,74.0,37.0,33.0,False,False,False,True,False,False,True,False,9,-1,-0.30000000000000004,1,4.0,0.3700000000000001,1.6800000000000002,2,1.5699999999999998,-2.0,0,24,0.0,-2,0
Drakkar Klose,Rafa Garcia,1,155.0,70,4.33,55,3.54,50,1.65,27,69,0.0,155.0,70,3.97,42,4.36,61,3.38,44,75,0.3,15,3,1,16,4,0,69.0,67.0,37.0,30.0,False,True,False,False,False,True,False,False,-17,13,-0.3,-11,7.0,-0.8200000000000003,0.3599999999999999,0,-1.73,2.0,1,-6,0.0,-1,-1
Derrick Lewis,Sergei Pavlovich,0,260.0,79,2.48,50,2.48,40,0.57,26,52,0.0,257.0,84,4.54,43,3.81,54,0.63,40,75,0.0,28,12,0,19,3,0,75.0,75.0,40.0,32.0,False,True,False,False,False,False,True,False,-14,7,0.0,-14,8.0,-1.33,-2.06,-5,-0.06000000000000005,0.0,0,-23,3.0,9,9
Drew Dober,Rafael Alves,1,155.0,70,4.39,40,4.25,51,0.67,17,56,0.1,155.0,68,1.85,48,3.3,58,0.29,25,44,1.5,27,14,0,20,12,0,68.0,68.0,36.0,34.0,False,False,True,False,False,True,False,False,-8,-8,-1.4,-7,2.0,0.9500000000000002,2.5399999999999996,2,0.38000000000000006,0.0,0,12,0.0,7,2
Alex Morono,Matthew Semelsberger,1,170.0,72,4.96,40,4.56,57,0.34,25,47,0.3,170.0,75,3.77,42,4.24,54,1.01,57,45,0.4,24,11,0,11,8,0,71.0,73.0,34.0,32.0,False,True,False,False,False,False,False,True,-32,-2,-0.10000000000000003,3,2.0,0.3199999999999994,1.19,-3,-0.6699999999999999,-2.0,0,2,0.0,13,3
Magomed Ankalaev,Anthony Smith,1,205.0,75,3.64,52,2.37,58,0.92,31,86,0.0,205.0,76,3.2,49,4.88,45,0.44,23,50,0.6,20,1,1,38,21,0,75.0,76.0,32.0,36.0,False,True,False,False,False,True,False,False,8,3,-0.6,13,-4.0,-2.51,0.43999999999999995,-1,0.48000000000000004,-1.0,1,36,0.0,-18,-20
Alexandre Pantoja,Alex Perez,1,125.0,67,4.41,50,3.92,50,2.74,47,68,0.9,125.0,65,4.19,46,3.2,58,2.04,46,77,0.8,29,5,0,25,9,0,65.0,66.0,34.0,33.0,False,True,False,False,False,True,False,False,1,4,0.09999999999999998,-8,1.0,0.7199999999999998,0.21999999999999975,2,0.7000000000000002,-1.0,0,-9,0.0,4,-4
Brandon Moreno,Kai Kara-France,1,125.0,70,3.99,43,3.53,60,1.59,46,64,0.4,125.0,69,4.56,39,3.22,65,0.61,33,88,0.0,22,8,2,25,11,0,67.0,64.0,31.0,31.0,False,True,False,False,False,True,False,False,13,4,0.4,-5,0.0,0.3099999999999996,-0.5699999999999994,1,0.9800000000000001,3.0,2,-24,0.0,-3,-3
Mayra Bueno Silva,Stephanie Egger,1,125.0,66,3.83,58,4.85,51,0.57,29,63,1.5,135.0,68,2.2,46,2.48,52,2.48,42,50,0.6,10,5,1,8,5,0,66.0,66.0,33.0,36.0,False,True,False,False,False,True,False,False,-13,12,0.9,-1,-3.0,2.3699999999999997,1.63,-2,-1.9100000000000001,0.0,1,13,-10.0,2,0
Cory McKenna,Miranda Granger,1,115.0,58,2.94,38,3.68,46,2.0,47,75,0.4,115.0,68,2.79,47,2.57,57,0.0,0,33,0.0,8,4,0,7,3,0,63.0,67.0,25.0,32.0,False,True,False,False,False,True,False,False,47,-9,0.4,-11,-7.0,1.1100000000000003,0.1499999999999999,-10,2.0,-4.0,0,42,0.0,1,1
Sam Alvey,Michal Oleksiejczuk,0,185.0,75,3.28,44,3.63,52,0.06,14,82,0.1,185.0,74,5.08,50,4.61,58,1.08,43,48,0.0,33,18,1,19,9,0,74.0,72.0,38.0,30.0,False,False,True,False,False,False,True,False,-29,-6,0.1,-6,8.0,-0.9800000000000004,-1.8000000000000003,1,-1.02,2.0,1,34,0.0,14,9
Julianna Pena,Amanda Nunes,0,135.0,69,3.25,44,2.53,57,1.81,56,23,0.8,135.0,69,4.55,51,2.62,57,2.73,54,82,0.7,13,5,0,23,5,0,66.0,68.0,35.0,36.0,False,True,False,False,False,True,False,False,2,-7,0.10000000000000009,0,-1.0,-0.0900000000000003,-1.2999999999999998,0,-0.9199999999999999,-2.0,0,-59,0.0,-10,0
Augusto Sakai,Serghei Spivac,0,265.0,77,4.6,49,3.83,48,0.23,40,56,0.0,260.0,78,3.49,49,3.77,48,4.56,65,63,0.6,16,5,1,17,5,0,75.0,75.0,33.0,30.0,False,True,False,False,False,True,False,False,-25,0,-0.6,0,3.0,0.06000000000000005,1.1099999999999994,-1,-4.329999999999999,0.0,1,-7,5.0,-1,0
Bryan Battle,Takashi Sato,1,170.0,77,5.12,52,4.11,44,0.77,17,53,0.4,170.0,73,2.21,41,3.73,44,0.76,37,60,0.0,13,2,0,16,7,0,73.0,70.0,30.0,34.0,False,True,False,False,False,False,True,False,-20,11,0.4,0,-4.0,0.38000000000000034,2.91,4,0.010000000000000009,3.0,0,-7,0.0,-3,-5
Terrance McKinney,Erick Gonzalez,1,155.0,73,5.91,56,2.59,47,3.23,36,77,1.4,155.0,75,2.4,36,8.08,40,6.0,55,50,0.0,16,7,0,14,8,0,70.0,71.0,30.0,33.0,False,False,False,True,False,True,False,False,-19,20,1.4,7,-3.0,-5.49,3.5100000000000002,-2,-2.77,-1.0,0,27,0.0,2,-1
Brogan Walker,Juliana Miller,0,125.0,67,2.04,30,3.7,47,0.0,0,11,0.0,125.0,66,3.31,45,4.75,32,1.84,44,0,1.8,8,4,0,4,3,0,64.0,67.0,36.0,28.0,False,False,False,True,False,True,False,False,-44,-15,-1.8,15,8.0,-1.0499999999999998,-1.27,1,-1.84,-3.0,0,11,0.0,4,1
Thiago Santos,Jamahal Hill,0,205.0,76,3.72,48,2.57,53,0.88,33,65,0.1,205.0,79,7.05,53,4.02,45,0.0,0,73,0.0,22,11,0,12,3,0,74.0,76.0,41.0,33.0,False,True,False,False,False,False,True,False,33,-5,0.1,8,8.0,-1.4499999999999997,-3.3299999999999996,-3,0.88,-2.0,0,-8,0.0,10,8
Vicente Luque,Geoff Neal,0,170.0,75,5.05,51,5.22,52,0.99,53,62,0.7,170.0,75,5.05,51,5.44,57,0.56,50,87,0.1,23,10,1,16,6,0,71.0,71.0,33.0,34.0,False,True,False,False,False,False,True,False,3,0,0.6,-5,-1.0,-0.22000000000000064,0.0,0,0.42999999999999994,0.0,1,-25,0.0,7,4
Mohammed Usman,Zac Pauga,1,239.0,79,3.41,36,4.41,50,0.69,17,60,0.0,205.0,76,4.46,62,2.73,58,0.38,7,100,0.0,11,4,0,7,3,0,74.0,74.0,35.0,37.0,False,True,False,False,False,True,False,False,10,-26,0.0,-8,-2.0,1.6800000000000002,-1.0499999999999998,3,0.30999999999999994,0.0,0,-40,34.0,4,1
Claudio Silva,Nicolas Dalby,0,170.0,71,2.48,42,3.0,46,2.85,26,44,1.1,170.0,74,4.06,43,3.52,52,1.01,27,58,0.1,14,4,0,23,5,1,71.0,71.0,42.0,40.0,False,False,True,False,False,True,False,False,-1,-1,1.0,-6,2.0,-0.52,-1.5799999999999996,-3,1.84,0.0,-1,-14,0.0,-9,-1
Jai Herbert,Kyle Nelson,1,155.0,77,3.16,42,3.37,52,0.5,23,59,0.0,145.0,71,3.51,45,4.72,51,1.06,20,73,0.6,13,5,1,16,6,1,73.0,71.0,36.0,33.0,False,True,False,False,False,False,False,True,3,-3,-0.6,1,3.0,-1.3499999999999996,-0.34999999999999964,6,-0.56,2.0,0,-14,10.0,-3,-1
Mandy Bohm,Victoria Leonardo,0,125.0,71,2.51,45,3.24,60,0.72,18,75,0.7,125.0,64,3.22,38,4.81,47,1.57,27,71,0.0,8,2,0,9,7,0,67.0,65.0,35.0,35.0,False,True,False,False,False,True,False,False,-9,7,0.7,13,0.0,-1.5699999999999994,-0.7100000000000004,7,-0.8500000000000001,2.0,0,4,0.0,-1,-5
Nathaniel Wood,Charles Rosa,1,145.0,69,5.75,51,4.0,56,1.56,48,72,0.5,145.0,69,3.08,36,3.86,47,1.67,35,38,1.0,20,6,0,14,8,0,66.0,69.0,31.0,38.0,False,True,False,False,False,False,False,True,13,15,-0.5,9,-7.0,0.14000000000000012,2.67,0,-0.10999999999999988,-3.0,0,34,0.0,6,-2
Muhammad Mokaev,Charles Johnson,1,125.0,70,1.61,45,1.35,57,5.29,41,25,0.8,125.0,70,4.77,50,3.62,57,0.56,23,67,0.4,13,0,0,17,6,0,67.0,69.0,24.0,34.0,False,True,False,False,False,False,False,True,18,-5,0.4,0,-10.0,-2.27,-3.1599999999999993,0,4.73,-2.0,0,-42,0.0,-4,-6
Makwan Amirkhani,Jonathan Pearce,0,145.0,72,1.33,44,2.98,46,3.96,43,35,1.1,145.0,71,5.12,54,3.32,54,5.02,50,55,0.8,17,9,0,14,7,0,70.0,72.0,36.0,32.0,False,False,True,False,False,False,False,True,-7,-10,0.30000000000000004,-8,4.0,-0.33999999999999986,-3.79,1,-1.0599999999999996,-2.0,0,-20,0.0,3,2
Marc Diakiese,Damir Hadzovic,1,155.0,73,2.54,40,2.64,52,3.29,43,66,0.0,155.0,70,3.34,47,3.74,59,0.91,54,34,0.1,17,7,0,14,8,0,70.0,69.0,32.0,38.0,False,True,False,False,False,True,False,False,-11,-7,-0.1,-7,-6.0,-1.1,-0.7999999999999998,3,2.38,1.0,0,32,0.0,3,-1
Paul Craig,Volkan Oezdemir,0,185.0,76,2.52,44,3.03,43,1.52,20,37,1.4,205.0,75,4.95,48,4.22,55,0.5,29,80,0.1,17,9,1,20,8,0,75.0,74.0,37.0,35.0,False,True,False,False,False,True,False,False,-9,-4,1.2999999999999998,-12,2.0,-1.19,-2.43,1,1.02,1.0,1,-43,-20.0,-3,1
Mason Jones,Ludovit Klein,0,155.0,74,5.61,44,4.94,46,3.16,45,80,0.0,155.0,72,3.81,54,3.22,54,1.7,51,91,0.0,11,2,0,23,4,1,70.0,67.0,29.0,30.0,False,True,False,False,False,False,True,False,-6,-10,0.0,-8,-1.0,1.7200000000000002,1.8000000000000003,2,1.4600000000000002,3.0,-1,-11,0.0,-12,-2
Nikita Krylov,Alexander Gustafsson,1,205.0,77,4.38,55,2.47,44,2.29,38,53,1.4,205.0,79,4.03,40,3.53,51,1.53,39,83,0.4,30,9,0,18,8,0,75.0,77.0,33.0,38.0,False,True,False,False,False,True,False,False,-1,15,0.9999999999999999,-7,-5.0,-1.0599999999999996,0.34999999999999964,-2,0.76,-2.0,0,-30,0.0,12,1
Molly McCann,Hannah Goldy,1,115.0,62,5.39,49,4.72,62,1.84,36,39,0.5,115.0,61,5.19,47,4.67,50,0.66,12,54,0.2,14,7,0,6,4,0,64.0,64.0,34.0,32.0,False,True,False,False,False,True,False,False,24,2,0.3,12,2.0,0.04999999999999982,0.1999999999999993,1,1.1800000000000002,0.0,0,-15,0.0,8,3
Paddy Pimblett,Jordan Leavitt,1,155.0,73,4.94,53,3.75,40,0.91,25,52,2.1,155.0,71,2.55,61,1.84,57,2.19,25,30,1.1,22,3,0,11,3,0,70.0,69.0,30.0,29.0,False,True,False,False,False,False,True,False,0,-8,1.0,-17,1.0,1.91,2.3900000000000006,2,-1.2799999999999998,1.0,0,22,0.0,11,0
Curtis Blaydes,Tom Aspinall,1,265.0,80,3.54,50,1.91,58,5.69,53,31,0.0,256.0,78,8.07,67,2.89,65,3.27,100,100,1.6,18,5,0,15,3,0,76.0,77.0,34.0,31.0,False,True,False,False,False,True,False,False,-47,-17,-1.6,-7,3.0,-0.9800000000000002,-4.53,2,2.4200000000000004,-1.0,0,-69,9.0,3,2
Jack Hermansson,Chris Curtis,1,185.0,77,5.09,44,3.69,56,1.53,30,80,0.4,185.0,75,6.16,51,6.43,53,0.0,0,82,0.0,24,8,0,31,12,0,73.0,70.0,36.0,37.0,False,True,False,False,False,True,False,False,30,-7,0.4,3,-1.0,-2.7399999999999998,-1.0700000000000003,2,1.53,3.0,0,-2,0.0,-7,-4
Uriah Hall,Andre Muniz,0,185.0,79,3.23,48,3.85,54,0.54,38,64,0.1,185.0,78,1.97,50,1.99,54,4.23,50,35,1.2,18,11,0,24,6,0,72.0,73.0,40.0,35.0,False,True,False,False,False,False,True,False,-12,-2,-1.0999999999999999,0,5.0,1.86,1.26,1,-3.6900000000000004,-1.0,0,29,0.0,-6,5
Brad Tavares,Dricus Du Plessis,0,185.0,74,3.43,43,3.31,55,0.74,26,80,0.0,185.0,76,6.12,48,4.9,54,2.55,50,50,0.7,20,11,0,23,2,0,73.0,73.0,37.0,31.0,False,True,False,False,False,False,False,True,-24,-5,-0.7,1,6.0,-1.5900000000000003,-2.69,-2,-1.8099999999999998,0.0,0,30,0.0,-3,9
Ian Machado Garry,Gabe Green,1,170.0,74,4.72,54,2.82,51,0.74,54,73,0.5,155.0,73,6.28,45,6.95,47,0.83,50,53,0.3,15,1,0,11,5,0,75.0,70.0,27.0,31.0,False,True,False,False,False,False,False,True,4,9,0.2,4,-4.0,-4.130000000000001,-1.5600000000000005,1,-0.08999999999999997,5.0,0,20,15.0,4,-4
Robbie Lawler,Bryan Barberena,0,170.0,74,3.85,47,4.67,59,0.65,64,65,0.0,185.0,72,5.35,48,4.59,44,0.13,22,50,0.3,30,16,0,18,12,0,71.0,72.0,43.0,35.0,False,False,True,False,False,False,True,False,42,-1,-0.3,15,8.0,0.08000000000000007,-1.4999999999999996,2,0.52,-1.0,0,15,-15.0,12,4
Brad Riddell,Jalin Turner,0,155.0,71,4.71,53,3.53,53,1.77,36,63,0.0,155.0,77,5.6,48,4.57,41,0.79,55,74,1.1,10,4,0,14,8,0,67.0,75.0,33.0,29.0,False,True,False,False,False,False,True,False,-19,5,-1.1,12,4.0,-1.0400000000000005,-0.8899999999999997,-6,0.98,-8.0,0,-11,0.0,-4,-4
Jim Miller,Donald Cerrone,1,155.0,71,2.99,42,3.51,56,1.52,44,49,1.7,155.0,73,4.41,46,4.48,53,1.16,33,73,1.2,38,18,0,36,17,0,68.0,73.0,41.0,41.0,False,False,True,False,False,True,False,False,11,-4,0.5,3,0.0,-0.9700000000000006,-1.42,-2,0.3600000000000001,-5.0,0,-24,0.0,2,1
Sean Strickland,Alex Pereira,0,185.0,76,5.95,42,4.57,60,0.73,64,76,0.2,205.0,79,5.46,63,3.44,55,0.14,100,70,0.3,29,7,0,12,2,0,73.0,76.0,34.0,37.0,False,True,False,False,False,True,False,False,-36,-21,-0.09999999999999998,5,-3.0,1.1300000000000003,0.4900000000000002,-3,0.59,-3.0,0,6,-20.0,17,5
Alexander Volkanovski,Max Holloway,1,145.0,71,6.16,56,3.44,58,1.78,37,70,0.2,145.0,69,7.16,47,4.76,59,0.25,53,83,0.3,26,4,0,26,8,0,66.0,71.0,36.0,33.0,False,True,False,False,False,True,False,False,-16,9,-0.09999999999999998,-1,3.0,-1.3199999999999998,-1.0,2,1.53,-5.0,0,-13,0.0,0,-4
Israel Adesanya,Jared Cannonier,1,185.0,80,4.02,48,3.2,55,0.05,11,76,0.1,185.0,77,4.6,50,4.49,56,0.46,44,64,0.0,24,5,0,18,8,0,76.0,71.0,35.0,41.0,False,False,False,True,False,False,False,True,-33,-2,0.1,-1,-6.0,-1.29,-0.5800000000000001,3,-0.41000000000000003,5.0,0,12,0.0,6,-3
JP Buys,Cody Durden,0,135.0,67,1.88,39,3.02,40,1.55,25,25,2.3,125.0,67,3.52,45,4.29,49,4.06,47,73,0.8,9,6,0,17,7,1,65.0,67.0,28.0,33.0,False,True,False,False,False,False,True,False,-22,-6,1.4999999999999998,-9,-5.0,-1.27,-1.6400000000000001,0,-2.51,-2.0,-1,-48,10.0,-8,-1
Brian Kelleher,Mario Bautista,0,135.0,66,3.31,41,4.59,54,1.68,41,60,0.7,135.0,69,5.33,47,3.91,54,1.92,33,66,0.9,24,16,0,15,2,0,66.0,69.0,38.0,31.0,False,False,False,True,False,False,False,True,8,-6,-0.20000000000000007,0,7.0,0.6799999999999997,-2.02,-3,-0.24,-3.0,0,-6,0.0,9,14
Raulian Paiva,Sergey Morozov,0,135.0,69,4.14,42,5.01,48,0.65,23,77,0.2,135.0,67,3.01,43,2.97,61,3.63,31,68,0.0,21,5,0,19,5,0,68.0,66.0,29.0,35.0,False,True,False,False,False,True,False,False,-8,-1,0.2,-13,-6.0,2.0399999999999996,1.13,2,-2.98,2.0,0,9,0.0,2,0
Shayilan Nuerdanbieke,TJ Brown,1,145.0,69,1.95,45,2.64,50,3.3,35,28,0.2,145.0,72,3.37,44,2.89,49,3.41,57,36,1.3,39,12,0,17,11,0,68.0,69.0,30.0,34.0,False,True,False,False,False,False,False,True,-22,1,-1.1,1,-4.0,-0.25,-1.4200000000000002,-3,-0.11000000000000032,-1.0,0,-8,0.0,22,1
Nate Maness,Umar Nurmagomedov,0,125.0,72,3.14,50,3.88,42,0.68,75,80,0.7,135.0,69,4.38,57,2.15,60,3.26,39,78,0.3,16,3,0,18,1,0,70.0,68.0,33.0,29.0,False,True,False,False,False,True,False,False,36,-7,0.39999999999999997,-18,4.0,1.73,-1.2399999999999998,3,-2.5799999999999996,2.0,0,2,-10.0,-2,2
Chris Curtis,Rodolfo Vieira,1,185.0,75,6.16,51,6.43,53,0.0,0,82,0.0,185.0,73,3.33,55,4.4,49,3.52,26,100,1.2,31,12,0,10,3,0,70.0,72.0,37.0,35.0,False,True,False,False,False,True,False,False,-26,-4,-1.2,4,2.0,2.0299999999999994,2.83,2,-3.52,-2.0,0,-18,0.0,21,9
Carlos Ulberg,Tafon Nchukwi,1,205.0,77,7.2,56,4.27,50,0.72,75,83,0.2,185.0,77,5.57,52,4.11,54,0.76,57,64,0.0,12,1,0,6,4,0,76.0,72.0,34.0,30.0,False,True,False,False,False,True,False,False,18,4,0.2,-4,4.0,0.15999999999999925,1.63,0,-0.040000000000000036,4.0,0,19,20.0,6,-3
Josh Parisian,Alan Baudot,1,265.0,79,4.55,48,4.88,41,0.98,33,46,0.2,243.0,79,5.36,58,4.82,46,0.0,0,62,0.0,15,8,0,8,3,0,76.0,75.0,35.0,37.0,False,True,False,False,False,True,False,False,33,-10,0.2,-5,-2.0,0.05999999999999961,-0.8100000000000005,0,0.98,1.0,0,-16,22.0,7,5
Neil Magny,Shavkat Rakhmonov,0,170.0,80,3.43,46,2.48,51,2.12,38,53,0.2,170.0,77,3.25,60,2.17,51,1.4,25,85,1.2,29,14,0,19,0,0,75.0,73.0,37.0,30.0,False,True,False,False,False,True,False,False,13,-14,-1.0,0,7.0,0.31000000000000005,0.18000000000000016,3,0.7200000000000002,2.0,0,-32,0.0,10,14
Thiago Moises,Christos Giagos,1,155.0,70,2.5,41,4.12,53,1.34,35,53,1.2,155.0,71,3.03,41,3.21,50,2.84,36,52,0.4,19,8,0,20,12,0,69.0,70.0,30.0,35.0,False,True,False,False,False,True,False,False,-1,0,0.7999999999999999,3,-5.0,0.9100000000000001,-0.5299999999999998,-1,-1.4999999999999998,-1.0,0,1,0.0,-1,-4
Ronnie Lawrence,Saidyokub Kakhramonov,0,135.0,68,2.78,56,1.75,52,6.75,77,45,0.2,135.0,69,2.05,51,0.88,58,6.63,48,83,1.9,8,2,0,10,3,0,68.0,68.0,32.0,29.0,False,False,False,True,False,True,False,False,29,5,-1.7,-6,3.0,0.87,0.73,-1,0.1200000000000001,0.0,0,-38,0.0,-2,-1
Arman Tsarukyan,Mateusz Gamrot,0,155.0,72,3.79,48,1.84,53,3.25,37,75,0.0,155.0,70,3.23,50,3.22,58,5.25,35,90,0.1,22,3,0,24,3,0,67.0,70.0,28.0,34.0,False,True,False,False,False,False,True,False,2,-2,-0.1,-5,-6.0,-1.3800000000000001,0.56,2,-2.0,-3.0,0,-15,0.0,-2,0
Kennedy Nzechukwu,Karl Roberson,1,236.0,83,5.37,46,4.89,51,0.56,45,81,0.2,205.0,74,2.57,51,2.42,57,0.72,40,40,0.5,14,5,0,9,6,0,77.0,73.0,32.0,34.0,False,False,True,False,False,False,True,False,5,-5,-0.3,-6,-2.0,2.4699999999999998,2.8000000000000003,9,-0.15999999999999992,4.0,0,41,31.0,5,-1
David Onama,Garrett Armfield,1,145.0,74,5.6,50,5.07,52,0.73,20,52,0.6,135.0,70,5.35,53,3.64,56,1.1,50,64,0.6,13,2,0,10,5,0,71.0,66.0,30.0,28.0,False,True,False,False,False,True,False,False,-30,-3,0.0,-4,2.0,1.4300000000000002,0.25,4,-0.3700000000000001,5.0,0,-12,10.0,3,-3
Cody Brundage,Tresean Gore,1,185.0,72,1.62,54,2.63,41,2.31,50,68,0.9,185.0,75,3.0,54,5.88,47,3.46,75,83,1.7,10,6,0,6,2,0,72.0,72.0,30.0,30.0,False,True,False,False,False,False,False,True,-25,0,-0.7999999999999999,-6,0.0,-3.25,-1.38,-3,-1.15,0.0,0,-15,0.0,4,4
Aiemann Zahabi,Ricky Turcios,1,135.0,68,4.06,46,4.06,71,0.16,14,83,0.0,135.0,71,4.73,40,3.72,52,0.91,20,44,0.4,12,2,0,13,5,0,68.0,69.0,37.0,31.0,False,True,False,False,False,True,False,False,-6,6,-0.4,19,6.0,0.3399999999999994,-0.6700000000000008,-3,-0.75,-1.0,0,39,0.0,-1,-3
Jared Vanderaa,Chase Sherman,0,265.0,80,4.96,44,5.67,45,0.18,50,20,0.0,250.0,78,6.04,45,6.65,52,0.09,50,74,0.0,12,10,0,16,12,0,76.0,76.0,32.0,35.0,False,True,False,False,False,True,False,False,0,-1,0.0,-7,-3.0,-0.9800000000000004,-1.08,2,0.09,0.0,0,-54,15.0,-4,-2
Caio Borralho,Armen Petrosyan,1,185.0,75,3.61,60,2.34,62,1.56,60,76,0.5,185.0,71,5.95,52,3.36,53,0.19,33,31,0.0,17,1,0,9,4,0,73.0,75.0,32.0,34.0,False,False,True,False,False,True,False,False,27,8,0.5,9,-2.0,-1.02,-2.3400000000000003,4,1.37,-2.0,0,45,0.0,8,-3
Antonina Shevchenko,Cortney Casey,1,125.0,67,3.86,55,2.93,52,0.43,42,53,0.4,125.0,67,4.29,39,4.0,55,0.39,31,39,0.5,10,4,0,10,10,0,68.0,67.0,40.0,37.0,False,False,True,False,False,True,False,False,11,16,-0.09999999999999998,-3,3.0,-1.0699999999999998,-0.43000000000000016,0,0.03999999999999998,1.0,0,14,0.0,0,-6
Michael Johnson,Jamie Mullarkey,0,155.0,73,4.23,39,3.8,58,0.61,40,81,0.0,155.0,74,4.39,46,4.53,53,2.31,34,78,0.1,24,19,0,17,8,0,70.0,72.0,38.0,30.0,False,False,True,False,False,True,False,False,6,-7,-0.1,5,8.0,-0.7300000000000004,-0.15999999999999925,-1,-1.7000000000000002,-2.0,0,3,0.0,7,11
Jessica Penne,Emily Ducote,0,115.0,67,2.63,33,5.05,45,1.29,18,36,0.5,115.0,63,7.45,52,7.84,57,0.2,14,94,0.0,14,9,0,13,9,0,65.0,62.0,42.0,31.0,False,True,False,False,False,True,False,False,4,-19,0.5,-12,11.0,-2.79,-4.82,4,1.09,3.0,0,-58,0.0,1,0
Bill Algeo,Herbert Burns,1,145.0,73,5.88,51,4.38,47,1.03,50,55,0.1,145.0,73,1.86,36,5.17,41,2.94,34,66,1.8,18,9,0,11,6,0,72.0,69.0,35.0,37.0,False,False,False,True,False,True,False,False,16,15,-1.7,6,-2.0,-0.79,4.02,0,-1.91,3.0,0,-11,0.0,7,3
Lauren Murphy,Miesha Tate,1,125.0,67,4.05,39,5.25,55,1.03,25,69,0.1,135.0,65,2.62,45,2.98,51,2.02,31,55,1.3,16,6,0,20,9,0,65.0,66.0,41.0,38.0,False,True,False,False,False,True,False,False,-6,-6,-1.2,4,3.0,2.27,1.4299999999999997,2,-0.99,-1.0,0,14,-10.0,-4,-3
Shane Burgos,Charles Jourdain,1,145.0,75,7.4,52,6.78,56,0.43,44,91,0.4,135.0,69,5.43,48,4.27,56,0.34,21,47,0.6,15,3,0,16,8,1,71.0,69.0,34.0,29.0,False,True,False,False,False,False,False,True,23,4,-0.19999999999999996,0,5.0,2.5100000000000007,1.9700000000000006,6,0.08999999999999997,2.0,-1,44,10.0,-1,-5
Rafael Dos Anjos,Rafael Fiziev,0,170.0,70,3.48,47,3.23,60,1.95,35,54,0.6,155.0,71,4.9,51,4.97,49,0.29,40,89,0.0,32,17,0,12,3,0,68.0,68.0,40.0,32.0,False,False,True,False,False,False,False,True,-5,-4,0.6,11,8.0,-1.7399999999999998,-1.4200000000000004,-1,1.66,0.0,0,-35,15.0,20,14
Matt Schnell,Sumudaerji,1,125.0,70,4.39,39,4.64,55,0.56,40,50,1.0,125.0,72,4.72,53,3.09,60,0.23,25,66,0.9,16,9,0,16,7,0,68.0,68.0,35.0,29.0,False,True,False,False,False,False,True,False,15,-14,0.09999999999999998,-5,6.0,1.5499999999999998,-0.33000000000000007,-2,0.33000000000000007,0.0,0,-16,0.0,0,2
Dustin Jacoby,Da Woon Jung,1,205.0,76,5.33,47,4.05,57,0.33,25,62,0.0,205.0,78,3.24,40,4.23,49,1.59,47,75,0.2,20,9,1,15,6,1,75.0,76.0,36.0,31.0,False,True,False,False,False,True,False,False,-22,7,-0.2,8,5.0,-0.1800000000000006,2.09,-2,-1.26,-1.0,0,-13,0.0,5,3
Punahele Soriano,Dalcha Lungiambula,1,170.0,72,5.0,53,3.88,48,1.47,56,37,0.0,185.0,76,3.07,45,3.93,52,2.14,45,77,0.0,11,4,0,11,6,0,71.0,68.0,32.0,37.0,False,False,True,False,False,True,False,False,11,8,0.0,-4,-5.0,-0.050000000000000266,1.9300000000000002,-4,-0.6700000000000002,3.0,0,-40,-15.0,0,-2
